year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,torque_max_rpm,engine_power_estimated,car_age,log_selling_price,brand
2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,5,173.0,4000.0,72.46832129018746,8,13.217675375388819,Toyota
2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,115.0,4000.0,48.1725835165986,2,13.629182184591333,Maruti
2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,320.0,1500.0,50.267043669494186,3,13.592368256649284,Tata
2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,5,104.0,4000.0,43.5647711802283,3,12.703816069256568,Datsun
2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,200.0,1750.0,36.653052675672846,3,13.560619598657233,Maruti
2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5,113.75,4000.0,47.6489684783747,0,13.169248871698304,Hyundai
2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,69.0,3500.0,25.290606346214265,5,12.409017571151187,Maruti
2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197,80.0,5,111.79581,4000.0,46.83037386113729,8,12.524530013005734,Hyundai
2018,520000,60000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,1500.0,21.991831605403707,2,13.161586013632684,Tata
2008,130000,120000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,12,11.775297421715827,Maruti
2014,550000,37000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,5,134.0,4000.0,56.13153209760184,6,13.217675375388819,Nissan
2018,910000,15000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5,150.0,4500.0,70.6880301602262,2,13.721200977393528,Ford
2016,350000,140000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,32.98774740810556,4,12.765691290604371,Maruti
2013,900000,70000,Diesel,Individual,Manual,First Owner,12.83,2696,162.0,7,340.0,1800.0,64.09048067860509,7,13.710151153416941,Mahindra
2013,300000,120000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,7,240.0,1600.0,40.21363493559535,7,12.611541086966115,Mahindra
2010,250000,110000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,190.0,2000.0,39.794742905016236,10,12.429220196836383,Maruti
2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,259.9,1900.0,51.71326840506859,3,13.910821646859095,Hyundai
2016,270000,44000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,33.07068803016023,4,12.506180941677357,Renault
2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,200.0,1750.0,36.653052675672846,5,13.369225017834633,Maruti
2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,5,13.384729180332174,Mahindra
2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,101.0,3000.0,31.731071316368205,3,12.92391243868049,Maruti
2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5,96.1,3000.0,30.191643103989946,9,12.013706813470414,Hyundai
2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,5,12.5,3500.0,4.581631584459106,13,11.289794413577894,Hyundai
2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,8,13.190023895035274,Mahindra
2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.57,7,200.0,1400.0,29.322442140538275,7,13.45883704259595,Toyota
2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,39.794742905016236,7,13.217675375388819,Maruti
2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.76,5,110.0,4800.0,55.29374803644361,1,13.429849547739444,Honda
2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,111.8,4000.0,46.83212901874542,11,12.206077645517674,Hyundai
2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5,190.0,2000.0,39.794742905016236,6,13.122365377402328,Maruti
2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,200.0,1750.0,36.653052675672846,4,13.815511557963774,Maruti
2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2,1341,82.9,5,11.8,3200.0,3.954340768666876,12,11.608244735642321,Hyundai
2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,5,111.79581,4000.0,46.83037386113729,8,12.676079399771027,Hyundai
2005,75000,110000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,15,11.225256725762893,Tata
2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5,113.0,4200.0,49.70153942821238,5,12.765691290604371,Maruti
2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5,135.4,2500.0,35.44873808775788,7,12.04355959836804,Tata
2017,800000,39000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,219.7,1500.0,34.5114671693371,3,13.592368256649284,Hyundai
2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74.0,5,190.0,2000.0,39.794742905016236,3,13.122365377402328,Maruti
2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,7,400.0,1750.0,73.30610535134569,3,14.137594781770806,Tata
2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,8,300.0,1750.0,54.979579013509266,1,14.077875591662238,Mahindra
2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5,259.9,1900.0,51.71326840506859,7,13.180634172318978,Hyundai
2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,190.0,2000.0,39.794742905016236,8,12.793862088206213,Maruti
2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,8,12.644330802262578,Maruti
2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5,200.0,1750.0,36.653052675672846,5,13.493928313146206,Honda
2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,8,12.73670383776449,Maruti
2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,5,190.25,1750.0,34.86621635773379,3,13.217675375388819,Hyundai
2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5,140.0,1800.0,26.390197926484447,4,12.847929163278053,Tata
2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,5,134.0,4000.0,56.13153209760184,7,12.765691290604371,Nissan
2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5,117.0,4000.0,49.01036757775683,1,13.321215875492413,Hyundai
2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5,115.0,4000.0,48.1725835165986,5,13.171155446333852,Maruti
2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,7,20.4,1400.0,2.990889098334904,9,13.081543466215237,Toyota
2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6,247.0,1800.0,46.55984919886899,3,13.567050480716235,Mahindra
2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5,190.0,2000.0,39.794742905016236,8,12.676079399771027,Maruti
2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,113.0,4200.0,49.70153942821238,6,12.834683971615659,Maruti
2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5,104.0,4000.0,43.5647711802283,1,12.611541086966115,Datsun
2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,5,219.7,1500.0,34.5114671693371,5,13.122365377402328,Hyundai
2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,290.0,1800.0,54.66540999057493,9,12.90917263218775,Mahindra
2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,5,140.0,1800.0,26.390197926484447,3,12.765691290604371,Tata
2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,140.0,1500.0,21.991831605403707,5,12.847929163278053,Tata
2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,5,109.0,4500.0,51.36663524976437,6,12.721888795877375,Honda
2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,5,114.0,4000.0,47.75369148601948,5,13.049794835104816,Hyundai
2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,200.0,1750.0,36.653052675672846,8,12.577639650232573,Tata
2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,15,11.608244735642321,Maruti
2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7,180.0,1440.0,27.144203581526863,13,12.25486757159303,Mahindra
2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170.0,5,400.0,1400.0,58.64488428107655,2,15.341567078850604,Mercedes-Benz
2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8,59.0,2500.0,15.446643627604985,4,12.301387370778713,Maruti
2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,114.0,4000.0,47.75369148601948,3,13.017005083966255,Hyundai
2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5,111.8,4000.0,46.83212901874542,7,12.577639650232573,Hyundai
2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5,111.8,4000.0,46.83212901874542,9,12.487488878546145,Hyundai
2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5,114.0,4000.0,47.75369148601948,8,12.706850963741102,Maruti
2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,195.0,1400.0,28.58938108702482,6,13.142166004700508,Mahindra
2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,5,154.9,4200.0,68.13069431354069,6,13.122365377402328,Hyundai
2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,114.73,4000.0,48.059482668342234,5,13.171155446333852,Hyundai
2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5,113.0,4200.0,49.70153942821238,1,13.42246945133505,Maruti
2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5,111.79581,4000.0,46.83037386113729,10,12.611541086966115,Hyundai
2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,15,11.407576060361786,Maruti
2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5,114.0,4000.0,47.75369148601948,6,12.921472880009725,Maruti
2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,160.0,1500.0,25.133521834747093,5,12.886643575525625,Hyundai
2010,215000,70000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,10,12.278397958261774,Maruti
2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5,108.0,4400.0,49.764373232799244,8,11.695255355062795,Chevrolet
2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84.0,5,114.0,3500.0,41.78448005026704,2,13.377007146164305,Tata
2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4,59.0,2500.0,15.446643627604985,14,11.302216779257382,Maruti
2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,200.0,1750.0,36.653052675672846,3,14.077875591662238,Honda
2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,200.0,1750.0,36.653052675672846,3,14.038654909278163,Honda
2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7,130.0,4000.0,54.45596397528537,7,13.190023895035274,Maruti
2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,5,248.0,2250.0,58.43543826578699,6,13.22672519452875,Nissan
2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,145.0,4600.0,69.85024609906796,6,13.493928313146206,Honda
1983,300000,10000,Diesel,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,37,12.611541086966115,Mahindra
2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,33.07068803016023,4,12.345834587905333,Renault
2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,200.0,1200.0,25.133521834747093,7,13.592368256649284,Toyota
2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5,90.0,3500.0,32.98774740810556,3,12.92391243868049,Maruti
2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,219.7,1500.0,34.5114671693371,2,14.006131744018864,Hyundai
2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,114.0,3500.0,41.78448005026704,3,12.899222326086994,Tata
2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,190.24,1750.0,34.86438370510001,2,13.161586013632684,Hyundai
2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,115.0,4000.0,48.1725835165986,4,13.384729180332174,Maruti
2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5,11.5,4500.0,5.419415645617343,9,12.691583538230217,Maruti
2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5,114.0,4000.0,47.75369148601948,8,12.948012371209098,Maruti
2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5,78.0,4500.0,36.757775683317625,17,11.082157933374816,Maruti
2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,90.0,3500.0,32.98774740810556,3,12.768544351446794,Maruti
2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8,20.4,1400.0,2.990889098334904,13,12.90917263218775,Toyota
2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5,190.0,2000.0,39.794742905016236,9,12.128116509451258,Maruti
2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,160.0,2000.0,33.51136244632946,9,12.429220196836383,Nissan
2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5,78.0,4500.0,36.757775683317625,18,11.002116507732017,Maruti
2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5,154.9,4200.0,68.13069431354069,7,13.122365377402328,Hyundai
2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5,90.0,3500.0,32.98774740810556,13,11.350418300109132,Maruti
2005,85000,60000,Petrol,Individual,Manual,Second Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,15,11.350418300109132,Hyundai
2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,62.0,3000.0,19.478479421929,15,11.350418300109132,Maruti
2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,5,90.0,3500.0,32.98774740810556,10,11.775297421715827,Maruti
2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,200.0,1750.0,36.653052675672846,7,13.081543466215237,Maruti
2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5,190.0,2000.0,39.794742905016236,12,12.04355959836804,Maruti
2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,160.0,2000.0,33.51136244632946,9,12.524530013005734,Nissan
2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,90.0,3500.0,32.98774740810556,15,11.39640288460621,Maruti
2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5,160.0,2000.0,33.51136244632946,10,12.04355959836804,Ford
2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,259.9,1900.0,51.71326840506859,3,13.910821646859095,Hyundai
2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5,113.0,4200.0,49.70153942821238,2,13.321215875492413,Maruti
2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67.0,5,104.0,4000.0,43.5647711802283,4,12.721888795877375,Datsun
2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7,420.0,1400.0,61.57712849513038,2,14.914123179965662,Toyota
2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5,72.0,4386.0,33.07068803016023,2,12.873904582205107,Renault
2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5,109.0,4500.0,51.36663524976437,8,12.691583538230217,Honda
2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5,110.0,3750.0,43.198240653471565,1,13.369225017834633,Volkswagen
2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5,134.0,4000.0,56.13153209760184,8,13.017005083966255,Nissan
2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5,170.0,1800.0,32.045240339302545,7,12.899222326086994,Toyota
2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5,111.8,4000.0,46.83212901874542,11,12.278397958261774,Hyundai
2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5,200.0,1900.0,39.794742905016236,6,13.25339339419516,Renault
2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,7,330.0,1600.0,55.29374803644361,8,13.429849547739444,Mahindra
2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7,20.4,1400.0,2.990889098334904,12,12.691583538230217,Toyota
2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5,100.0,2700.0,28.275212064090482,9,11.918397239722838,Tata
2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5,177.5,4700.0,87.36516912765735,7,13.444448325847754,Hyundai
2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4,51.0,4000.0,21.36349355953503,8,11.06665398721974,Tata
2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5,160.0,2000.0,33.51136244632946,7,12.429220196836383,Nissan
2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,90.0,3500.0,32.98774740810556,15,11.082157933374816,Maruti
2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,5,190.0,2000.0,39.794742905016236,4,13.217675375388819,Maruti
2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,72.0,4386.0,33.07068803016023,4,12.611541086966115,Renault
2016,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,5,250.0,1250.0,32.725939888993615,4,13.592368256649284,Volkswagen
2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,320.0,1500.0,50.267043669494186,5,13.12834743715147,Tata
2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,90.0,3500.0,32.98774740810556,7,12.323860125621126,Maruti
2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,190.0,2000.0,39.794742905016236,2,13.51440681653079,Maruti
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,110.0,4800.0,55.29374803644361,4,13.217675375388819,Honda
2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,200.0,1200.0,25.133521834747093,7,13.527829818844937,Toyota
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,113.0,4200.0,49.70153942821238,1,13.384729180332174,Maruti
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,132.0,3000.0,41.470311027332706,3,13.345508528717259,Toyota
2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,113.0,4200.0,49.70153942821238,2,13.304686600863562,Maruti
2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,190.24,1750.0,34.86438370510001,3,13.017005083966255,Hyundai
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,5,400.0,1750.0,73.30610535134569,1,15.520258832020865,BMW
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,110.0,4800.0,55.29374803644361,1,13.565767608549109,Honda
2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,350.0,1500.0,54.979579013509266,2,14.72175135802525,Volvo
2012,265000,162000,Diesel,Individual,Manual,Third Owner,19.369999999999997,1248,81.86,5,153.0,2000.0,39.271127866792334,8,12.487488878546145,Toyota
2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,5,218.0,4200.0,95.88438579956016,11,13.122365377402328,Honda
2015,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,190.0,2000.0,39.794742905016236,5,13.081543466215237,Maruti
2014,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5,259.8,1900.0,51.69337103361609,6,13.190023895035274,Hyundai
